Date,Price,Open,High,Low,Vol.,Change %,Date,Price,Open,High,Low,Vol.,Change %
"Jun 21, 2020","88,41","87,83","93,1","87,79",883.00M,1.12%,"Jun 21, 2020","3009,05","3094,42","3154,9","3004,63",-,-2.86%
"Jun 14, 2020","87,43","83,31","89,14","83,14",779.94M,3.22%,"Jun 14, 2020","3097,74","2993,76","3155,53","2965,66",-,1.86%
"Jun 07, 2020","84,7","82,56","88,69","81,83",811.83M,2.20%,"Jun 07, 2020","3041,31","3199,92","3233,13","2984,47",-,-4.78%
"May 31, 2020","82,88","79,44","82,94","79,3",497.96M,4.26%,"May 31, 2020","3193,93","3038,78","3211,72","3031,54",-,4.91%
"May 24, 2020","79,49","80,88","81,06","78,27",525.86M,-0.30%,"May 24, 2020","3044,31","3004,08","3068,67","2969,75",-,3.01%
"May 17, 2020","79,72","78,29","80,22","77,58",533.10M,3.63%,"May 17, 2020","2955,45","2913,86","2980,29","2913,86",-,3.20%
"May 10, 2020","76,93","77,03","79,92","75,05",834.15M,-0.78%,"May 10, 2020","2863,7","2915,46","2945,82","2766,64",-,-2.26%
"May 03, 2020","77,53","72,29","77,59","71,58",672.92M,7.29%,"May 03, 2020","2929,8","2815,01","2932,16","2797,85",-,3.50%
"Apr 26, 2020","72,27","70,45","74,75","69,55",790.05M,2.16%,"Apr 26, 2020","2830,71","2854,65","2954,86","2821,61",-,-0.21%
"Apr 19, 2020","70,74","69,49","70,75","66,36",679.39M,0.06%,"Apr 19, 2020","2836,74","2845,62","2868,98","2727,1",-,-1.32%
"Apr 12, 2020","70,7","67,08","72,06","66,46",829.55M,5.53%,"Apr 12, 2020","2874,56","2782,46","2879,22","2721,17",-,3.04%
"Apr 05, 2020",67,"62,72","67,93","62,35",735.72M,11.01%,"Apr 05, 2020","2789,82","2578,28","2818,57","2574,57",-,12.10%
"Mar 29, 2020","60,35","62,69","65,62","59,22",837.01M,-2.56%,"Mar 29, 2020","2488,65","2558,98","2641,39","2447,49",-,-2.08%
"Mar 22, 2020","61,94","57,02","64,67","53,15",1.38B,8.07%,"Mar 22, 2020","2541,47","2290,71","2637,01","2191,86",-,10.26%
"Mar 15, 2020","57,31","60,49","64,77",57,1.62B,-17.53%,"Mar 15, 2020","2304,92","2508,59","2562,98","2280,52",-,-14.98%
"Mar 08, 2020","69,49","65,94","71,61",62,1.62B,-3.83%,"Mar 08, 2020","2711,02","2863,89","2882,59","2478,86",-,-8.79%
"Mar 01, 2020","72,26","70,57",76,"69,43",1.29B,5.73%,"Mar 01, 2020","2972,37","2974,28","3136,72","2901,54",-,0.61%
"Feb 23, 2020","68,34","74,32","76,04","64,09",1.40B,-12.68%,"Feb 23, 2020","2954,22","3257,61","3259,81","2855,84",-,-11.49%
"Feb 16, 2020","78,26","78,84","81,16","77,63",477.02M,-3.66%,"Feb 16, 2020","3337,75","3369,04","3393,52","3328,45",-,-1.25%
"Feb 09, 2020","81,24","78,54","81,81","78,46",492.26M,1.54%,"Feb 09, 2020","3380,16","3318,28","3385,09","3317,77",-,1.58%
"Feb 02, 2020","80,01","76,07","81,31","75,56",652.54M,3.40%,"Feb 02, 2020","3327,71","3235,66","3347,96","3235,66",-,3.17%
"Jan 26, 2020","77,38","77,51","81,96","76,22",867.11M,-2.76%,"Jan 26, 2020","3225,52","3247,16","3293,47","3214,68",-,-2.12%
"Jan 19, 2020","79,58","79,3","80,83","78,91",463.69M,-0.13%,"Jan 19, 2020","3295,47","3321,03","3337,77","3281,53",-,-1.03%
"Jan 12, 2020","79,68","77,91","79,68","77,39",653.27M,2.71%,"Jan 12, 2020","3329,62","3271,13","3329,88","3268,43",-,1.97%
"Jan 05, 2020","77,58","73,45","78,17","73,19",673.81M,4.34%,"Jan 05, 2020","3265,35","3217,55","3282,99","3214,64",-,0.94%
"Dec 29, 2019","74,36","72,36","75,15","71,31",527.41M,2.63%,"Dec 29, 2019","3234,85","3240,09","3258,14","3212,03",-,-0.16%
"Dec 22, 2019","72,45","70,13","73,49","70,09",386.90M,3.71%,"Dec 22, 2019","3240,02","3226,05","3247,93","3220,51",-,0.58%
"Dec 15, 2019","69,86","69,25","70,66","69,25",733.37M,1.56%,"Dec 15, 2019","3221,22","3183,63","3225,65","3183,63",-,1.65%
"Dec 08, 2019","68,79","67,5","68,82","66,23",569.63M,1.64%,"Dec 08, 2019","3168,8","3141,86","3182,68","3126,09",-,0.73%
"Dec 01, 2019","67,68","66,82","67,75","64,07",460.36M,1.29%,"Dec 01, 2019","3145,91","3143,85","3150,6","3070,33",-,0.16%
"Nov 24, 2019","66,81","65,68",67,"65,63",301.62M,2.09%,"Nov 24, 2019","3140,98","3117,44","3154,26","3117,44",-,0.99%
"Nov 17, 2019","65,44","66,45",67,"65,1",456.24M,-1.50%,"Nov 17, 2019","3110,29","3117,91","3127,64","3091,41",-,-0.33%
"Nov 10, 2019","66,44","64,57","66,44","64,57",462.65M,2.16%,"Nov 10, 2019","3120,46","3080,33","3120,46","3075,82",-,0.89%
"Nov 03, 2019","65,04","64,33","65,11","63,84",424.06M,1.69%,"Nov 03, 2019","3093,08","3078,96","3097,77","3065,89",-,0.85%
"Oct 27, 2019","63,96","61,85","63,98","59,31",654.22M,3.75%,"Oct 27, 2019","3066,91","3032,12","3066,95","3023,19",-,1.47%
"Oct 20, 2019","61,65","59,38","61,68","59,33",405.08M,4.30%,"Oct 20, 2019","3022,55","2996,48","3027,39","2991,21",-,1.22%
"Oct 13, 2019","59,1","58,72","59,53","58,3",433.56M,0.08%,"Oct 13, 2019","2986,2","2965,81","3008,29","2962,94",-,0.54%
"Oct 06, 2019","59,05","56,57","59,41","56,08",600.62M,4.05%,"Oct 06, 2019","2970,27","2944,23","2993,28","2892,66",-,0.62%
"Sep 29, 2019","56,75","55,22","57,06","53,78",653.52M,3.74%,"Sep 29, 2019","2952,01","2967,07","2992,53","2855,94",-,-0.33%
"Sep 22, 2019","54,71","54,74","55,62","54,29",471.14M,0.50%,"Sep 22, 2019","2961,79","2983,5","3007,98","2945,53",-,-1.01%
"Sep 15, 2019","54,43","54,43","55,94","54,37",581.41M,-0.47%,"Sep 15, 2019","2992,07","2996,41","3021,99","2978,57",-,-0.51%
"Sep 08, 2019","54,69","53,71","56,6","52,77",701.47M,2.57%,"Sep 08, 2019","3007,39","2988,43","3020,74","2957,01",-,0.96%
"Sep 01, 2019","53,31","51,61","53,6","51,06",330.34M,2.17%,"Sep 01, 2019","2978,71","2909,01","2985,86","2891,85",-,1.79%
"Aug 25, 2019","52,19","51,47","52,61","50,83",440.37M,3.01%,"Aug 25, 2019","2926,46","2866,7","2940,43","2853,05",-,2.79%
"Aug 18, 2019","50,66","52,65","53,61","50,25",568.27M,-1.87%,"Aug 18, 2019","2847,11","2913,48","2939,08","2834,97",-,-1.44%
"Aug 11, 2019","51,63","49,9","53,03","49,79",653.06M,2.74%,"Aug 11, 2019","2888,68","2907,07","2943,31","2825,51",-,-1.03%
"Aug 04, 2019","50,25","49,5","50,88","48,15",692.85M,-1.49%,"Aug 04, 2019","2918,65","2898,07","2938,72","2822,12",-,-0.46%
"Jul 28, 2019","51,01","52,12","55,34","50,41",879.08M,-1.79%,"Jul 28, 2019","2932,05","3024,47","3025,61","2914,11",-,-3.10%
"Jul 21, 2019","51,94","50,91","52,43","50,9",348.61M,2.54%,"Jul 21, 2019","3025,86","2981,93","3027,98","2976,65",-,1.65%
"Jul 14, 2019","50,65","51,02","51,63","50,59",349.73M,-0.35%,"Jul 14, 2019","2976,61","3017,8","3017,8","2973,09",-,-1.23%
"Jul 07, 2019","50,83","50,2","51,1","49,6",406.40M,-0.46%,"Jul 07, 2019","3013,77","2979,77","3013,92","2963,44",-,0.78%
"Jun 30, 2019","51,06","50,79","51,27","50,16",291.52M,3.19%,"Jun 30, 2019","2990,41","2971,41","2995,84","2952,22",-,1.65%
"Jun 23, 2019","49,48","49,63","50,39","48,82",469.47M,-0.43%,"Jun 23, 2019","2941,76","2951,42","2954,92","2912,99",-,-0.29%
"Jun 16, 2019","49,69","48,22","50,21","48,04",526.64M,3.13%,"Jun 16, 2019","2950,46","2889,75","2964,15","2887,3",-,2.20%
"Jun 09, 2019","48,19","47,95","49,2","47,58",447.37M,1.36%,"Jun 09, 2019","2886,98","2885,83","2910,61","2874,68",-,0.47%
"Jun 02, 2019","47,54","43,9","47,98","42,57",617.39M,8.61%,"Jun 02, 2019","2873,34","2751,53","2884,97","2728,81",-,4.41%
"May 26, 2019","43,77","44,73","45,15","43,75",418.77M,-2.18%,"May 26, 2019","2752,06","2830,03","2840,51","2750,52",-,-2.62%
"May 19, 2019","44,74","45,88",47,"44,45",627.88M,-5.31%,"May 19, 2019","2826,06","2841,94","2868,88","2805,49",-,-1.17%
"May 12, 2019","47,25","46,93","48,12","45,71",745.66M,-4.15%,"May 12, 2019","2859,53","2840,19","2892,15","2801,43",-,-0.76%
"May 05, 2019","49,29","51,07","52,21","48,19",694.65M,-6.88%,"May 05, 2019","2881,4","2908,89","2937,32","2825,39",-,-2.18%
"Apr 28, 2019","52,94","51,1","53,83","49,78",745.82M,3.65%,"Apr 28, 2019","2945,64","2940,58","2954,13","2900,5",-,0.20%
"Apr 21, 2019","51,08","50,71","52,12","50,53",389.98M,0.22%,"Apr 21, 2019","2939,88","2898,78","2939,88","2896,35",-,1.20%
"Apr 14, 2019","50,97","49,65","51,04","49,5",385.34M,2.51%,"Apr 14, 2019","2905,03","2908,32",2918,"2891,9",-,-0.08%
"Apr 07, 2019","49,72","49,1","50,71","49,05",528.03M,0.95%,"Apr 07, 2019","2907,41","2888,46","2910,54","2873,33",-,0.51%
"Mar 31, 2019","49,25","47,91","49,28","47,1",446.16M,3.71%,"Mar 31, 2019","2892,74","2848,63","2893,24","2848,63",-,2.06%
"Mar 24, 2019","47,49","47,88","48,22","46,15",671.35M,-0.58%,"Mar 24, 2019","2834,4","2796,01","2836,03","2785,02",-,1.20%
"Mar 17, 2019","47,76","46,45","49,42","46,18",729.37M,2.65%,"Mar 17, 2019","2800,71","2822,61","2860,31","2800,47",-,-0.77%
"Mar 10, 2019","46,53","43,87","46,83","43,84",632.53M,7.64%,"Mar 10, 2019","2822,48","2747,61","2830,73","2747,61",-,2.89%
"Mar 03, 2019","43,23","43,92","44,44","42,38",467.12M,-1.18%,"Mar 03, 2019","2743,07","2814,37","2816,88","2722,27",-,-2.16%
"Feb 24, 2019","43,74","43,54","43,97","43,18",483.52M,1.16%,"Feb 24, 2019","2803,69","2804,35","2813,49","2775,13",-,0.39%
"Feb 17, 2019","43,24","42,43","43,33","42,37",325.00M,1.50%,"Feb 17, 2019","2792,67","2769,28","2794,2","2764,55",-,0.61%
"Feb 10, 2019","42,6","42,76","43,12","42,31",448.92M,0.00%,"Feb 10, 2019","2775,6","2712,4","2775,66","2703,79",-,2.50%
"Feb 03, 2019","42,6","41,85","43,89","41,82",605.59M,2.34%,"Feb 03, 2019","2707,88","2706,49","2738,98","2681,83",-,0.05%
"Jan 27, 2019","41,63","38,95","42,25","38,42",809.19M,5.55%,"Jan 27, 2019","2706,53","2644,97","2716,66","2624,06",-,1.57%
"Jan 20, 2019","39,44","39,1","39,53","37,92",450.06M,0.60%,"Jan 20, 2019","2664,76","2657,88","2672,38","2612,86",-,-0.22%
"Jan 13, 2019","39,21","37,71","39,47","37,31",621.17M,2.97%,"Jan 13, 2019","2670,71","2580,31","2675,47","2570,41",-,2.87%
"Jan 06, 2019","38,07","37,17","38,63","36,47",814.82M,2.72%,"Jan 06, 2019","2596,26","2535,61","2597,82","2524,56",-,2.54%
"Dec 30, 2018","37,06","39,63","39,84","35,5",887.85M,-5.10%,"Dec 30, 2018","2531,94","2498,94","2538,07","2443,96",-,1.86%
"Dec 23, 2018","39,06","37,04","39,63","36,65",764.64M,3.65%,"Dec 23, 2018","2485,74","2400,56","2520,27","2346,58",-,2.86%
"Dec 16, 2018","37,68","41,36","42,09","37,41",1.15B,-8.91%,"Dec 16, 2018","2416,62","2590,75","2601,13","2408,55",-,-7.05%
"Dec 09, 2018","41,37","41,25","43,14","40,83",870.15M,-1.79%,"Dec 09, 2018","2599,95","2630,86","2685,44","2583,23",-,-1.26%
"Dec 02, 2018","42,12","46,12","46,24","42,08",670.09M,-5.65%,"Dec 02, 2018","2633,08","2790,5","2800,18","2621,53",-,-4.60%
"Nov 25, 2018","44,65","43,56","45,7","42,56",855.00M,3.65%,"Nov 25, 2018","2760,17","2649,97","2760,88","2649,97",-,4.85%
"Nov 18, 2018","43,07","47,5","47,67","43,03",657.98M,-10.98%,"Nov 18, 2018","2632,56","2730,74","2733,16","2631,09",-,-3.79%
"Nov 11, 2018","48,38","49,75","49,96","46,48",968.91M,-5.35%,"Nov 11, 2018","2736,27","2773,93","2775,99","2670,75",-,-1.61%
"Nov 04, 2018","51,12","51,08","52,53","49,54",764.80M,-1.45%,"Nov 04, 2018","2781,01","2726,37","2815,15","2717,94",-,2.13%
"Oct 28, 2018","51,87","54,8","55,59","51,36",1.08B,-4.08%,"Oct 28, 2018","2723,06","2682,65","2756,55","2603,54",-,2.42%
"Oct 21, 2018","54,08","54,95","56,06","53,17",742.40M,-1.37%,"Oct 21, 2018","2658,69","2773,94","2778,94","2628,16",-,-3.94%
"Oct 14, 2018","54,83","55,29","55,75","53,25",594.08M,-1.26%,"Oct 14, 2018","2767,78","2763,83","2816,94","2749,03",-,0.02%
"Oct 07, 2018","55,53","55,55","56,82","53,08",768.03M,-0.97%,"Oct 07, 2018","2767,13","2877,53","2894,83","2710,51",-,-4.10%
"Sep 30, 2018","56,07","56,99","58,37","55,15",570.66M,-0.64%,"Sep 30, 2018","2885,57","2926,29","2939,86","2869,29",-,-0.97%
"Sep 23, 2018","56,44","54,21","56,61","54,16",517.37M,3.71%,"Sep 23, 2018","2913,98","2921,83","2931,15","2903,28",-,-0.54%
"Sep 16, 2018","54,42","55,54","55,74","53,83",874.98M,-2.76%,"Sep 16, 2018","2929,67","2903,83","2940,91","2886,16",-,0.85%
"Sep 09, 2018","55,96","55,24","57,09","54,12",793.00M,1.15%,"Sep 09, 2018","2904,98","2881,39","2908,3","2866,78",-,1.16%
"Sep 02, 2018","55,33","57,1","57,42","55,18",530.53M,-2.78%,"Sep 02, 2018","2871,68","2896,96","2900,18","2864,12",-,-1.03%
"Aug 26, 2018","56,91","54,29","57,22","54,08",650.76M,5.31%,"Aug 26, 2018","2901,52","2884,69","2916,5","2884,69",-,0.93%
"Aug 19, 2018","54,04","54,53","54,79","53,46",451.30M,-0.65%,"Aug 19, 2018","2874,69","2853,93","2876,16","2850,62",-,0.86%
"Aug 12, 2018","54,4","51,92","54,49","51,92",557.50M,4.84%,"Aug 12, 2018","2850,13","2835,46","2855,63","2802,49",-,0.59%
"Aug 05, 2018","51,88",52,"52,44","51,13",486.57M,-0.22%,"Aug 05, 2018","2833,28","2840,29","2863,43","2825,81",-,-0.25%
"Jul 29, 2018",52,"47,97","52,19","47,27",896.76M,8.91%,"Jul 29, 2018","2840,35",2819,"2840,38","2796,34",-,0.76%
"Jul 22, 2018","47,74","47,67","48,99","47,39",378.45M,-0.24%,"Jul 22, 2018","2818,82","2799,17","2848,03","2795,14",-,0.61%
"Jul 15, 2018","47,86","47,88","48,16","47,3",351.86M,0.06%,"Jul 15, 2018","2801,83","2801,43","2816,76","2789,24",-,0.02%
"Jul 08, 2018","47,83","47,38","47,96","46,9",340.35M,1.79%,"Jul 08, 2018","2801,31","2768,51","2804,53","2768,51",-,1.50%
"Jul 01, 2018","46,99","45,96","47,11","45,85",263.10M,1.55%,"Jul 01, 2018","2759,82","2704,95","2764,41","2698,95",-,1.52%
"Jun 24, 2018","46,28","45,85","46,82","45,18",486.48M,0.10%,"Jun 24, 2018","2718,37","2742,94","2746,09","2691,99",-,-1.33%
"Jun 17, 2018","46,23","46,97","47,31","45,86",502.42M,-2.08%,"Jun 17, 2018","2754,88","2765,79","2774,99","2743,19",-,-0.89%
"Jun 10, 2018","47,21","47,84","48,22","47,06",560.75M,-1.49%,"Jun 10, 2018","2779,66","2780,18","2791,47","2761,73",-,0.02%
"Jun 03, 2018","47,92","47,91","48,55","47,44",467.08M,0.77%,"Jun 03, 2018","2779,03","2741,67","2779,9","2739,51",-,1.62%
"May 27, 2018","47,56","46,9","47,56","46,53",368.52M,0.88%,"May 27, 2018","2734,62","2705,11","2736,93","2676,81",-,0.49%
"May 20, 2018","47,15",47,"47,41","46,44",377.58M,1.22%,"May 20, 2018","2721,33","2725,95","2742,24","2707,38",-,0.31%
"May 13, 2018","46,58","47,25","47,38","46,28",397.00M,-1.21%,"May 13, 2018","2712,97","2733,37","2742,1","2701,91",-,-0.54%
"May 06, 2018","47,15","46,29","47,59","45,92",593.07M,2.59%,"May 06, 2018","2727,72","2669,36","2732,86","2655,2",-,2.41%
"Apr 29, 2018","45,96","40,53","46,06","40,46",1.01B,13.25%,"Apr 29, 2018","2663,42","2675,05","2682,92","2594,62",-,-0.24%
"Apr 22, 2018","40,58","41,71","41,73","40,16",648.83M,-2.05%,"Apr 22, 2018","2669,91","2675,4","2683,55","2612,67",-,-0.01%
"Apr 15, 2018","41,43","43,76","44,73","41,36",676.95M,-5.16%,"Apr 15, 2018","2670,14","2670,1","2717,49","2660,61",-,0.52%
"Apr 08, 2018","43,68","42,47","43,96","42,46",512.31M,3.77%,"Apr 08, 2018","2656,3","2617,18","2680,26","2610,79",-,1.99%
"Apr 01, 2018","42,1","41,97","43,56","41,12",657.64M,0.36%,"Apr 01, 2018","2604,47","2633,45","2672,08","2553,8",-,-1.38%
"Mar 25, 2018","41,94","42,02","43,79","41,3",634.12M,1.72%,"Mar 25, 2018","2640,87","2619,35","2674,78","2593,06",-,2.03%
"Mar 18, 2018","41,24","44,33","44,37","41,24",690.68M,-7.35%,"Mar 18, 2018","2588,26","2741,38","2741,38","2585,89",-,-5.95%
"Mar 11, 2018","44,51","45,07","45,88","44,4",621.67M,-1.09%,"Mar 11, 2018","2752,01","2790,54","2801,9","2741,47",-,-1.24%
"Mar 04, 2018","44,99","43,8",45,"43,57",559.41M,2.14%,"Mar 04, 2018","2786,57","2681,06","2786,57","2675,75",-,3.54%
"Feb 25, 2018","44,05","44,09","45,15","43,11",808.51M,0.40%,"Feb 25, 2018","2691,25","2757,37","2789,15","2647,32",-,-2.04%
"Feb 18, 2018","43,88","43,01","43,91","42,75",544.83M,1.78%,"Feb 18, 2018","2747,3","2722,99","2747,76","2697,77",-,0.55%
"Feb 11, 2018","43,11","39,63","43,71","39,38",901.35M,10.24%,"Feb 11, 2018","2732,22","2636,75","2754,42","2622,45",-,4.30%
"Feb 04, 2018","39,1","39,78","40,97","37,56",1.27B,-2.55%,"Feb 04, 2018","2619,55","2741,06","2763,39","2532,69",-,-5.16%
"Jan 28, 2018","40,13","42,54","42,54","40,03",1.05B,-6.42%,"Jan 28, 2018","2762,13","2867,23","2870,62","2759,97",-,-3.85%
"Jan 21, 2018","42,88","44,33","44,86","42,51",766.30M,-3.89%,"Jan 21, 2018","2872,87","2809,16","2872,87","2808,12",-,2.23%
"Jan 14, 2018","44,62","44,47","45,03","43,77",510.28M,0.77%,"Jan 14, 2018","2810,3","2798,96","2810,33","2768,64",-,0.86%
"Jan 07, 2018","44,27","43,59","44,34","43,25",440.79M,1.19%,"Jan 07, 2018","2786,24","2742,67","2787,85","2736,06",-,1.57%
"Dec 31, 2017","43,75","42,54","43,84","42,31",404.67M,3.41%,"Dec 31, 2017","2743,15","2683,73","2743,45","2682,36",-,2.60%
"Dec 24, 2017","42,31","42,7","42,96","42,31",388.66M,-3.30%,"Dec 24, 2017","2673,61","2679,09","2692,12","2673,61",-,-0.36%
"Dec 17, 2017","43,75","43,72","44,3","43,31",470.53M,0.60%,"Dec 17, 2017","2683,34","2685,92","2694,97","2676,11",-,0.28%
"Dec 10, 2017","43,49","42,3","43,54","42,2",556.59M,2.72%,"Dec 10, 2017","2675,81","2652,19","2679,63","2651,47",-,0.92%
"Dec 03, 2017","42,34","43,12","43,15","41,62",549.92M,-0.98%,"Dec 03, 2017","2651,5","2657,19","2665,19","2624,75",-,0.35%
"Nov 26, 2017","42,76","43,76","43,77","41,79",680.39M,-2.24%,"Nov 26, 2017","2642,22","2602,66","2657,74","2598,87",-,1.53%
"Nov 19, 2017","43,74","42,57","43,88","42,39",324.04M,2.83%,"Nov 19, 2017","2602,42","2579,49","2604,21","2578,24",-,0.91%
"Nov 12, 2017","42,54","43,38","43,63","42,1",465.84M,-2.59%,"Nov 12, 2017","2578,85","2576,53","2590,09","2557,45",-,-0.13%
"Nov 05, 2017","43,67","43,09","44,06","42,93",553.70M,1.26%,"Nov 05, 2017","2582,3","2587,47","2597,02","2566,33",-,-0.21%
"Oct 29, 2017","43,13","40,97","43,56","40,93",860.71M,5.80%,"Oct 29, 2017","2587,84","2577,75","2588,42","2566,17",-,0.26%
"Oct 22, 2017","40,76","39,22","40,9","38,82",489.61M,4.35%,"Oct 22, 2017","2581,07","2578,08","2582,98",2544,-,0.23%
"Oct 15, 2017","39,06","39,47","40,22","38,76",504.20M,-0.47%,"Oct 15, 2017","2575,21","2555,57","2575,44","2547,92",-,0.86%
"Oct 08, 2017","39,25","38,95","39,5","38,78",325.22M,1.09%,"Oct 08, 2017","2553,17","2551,39","2557,65","2541,6",-,0.15%
"Oct 01, 2017","38,83","38,56","38,87","38,12",375.14M,0.77%,"Oct 01, 2017","2549,33","2521,2","2552,51","2520,4",-,1.19%
"Sep 24, 2017","38,53","37,5","38,68","37,29",619.43M,1.47%,"Sep 24, 2017","2519,36","2499,39","2519,44","2488,03",-,0.68%
"Sep 17, 2017","37,97","40,03","40,13","37,64",744.75M,-5.00%,"Sep 17, 2017","2502,22","2502,51","2508,85","2496,54",-,0.08%
"Sep 10, 2017","39,97","40,13","40,99","39,48",884.31M,0.79%,"Sep 10, 2017","2500,23","2474,52","2500,23","2474,52",-,1.58%
"Sep 03, 2017","39,66","40,94","41,06","39,63",406.91M,-3.30%,"Sep 03, 2017","2461,43","2470,35","2471,97","2446,55",-,-0.61%
"Aug 27, 2017","41,01","40,03","41,24","39,98",504.51M,2.62%,"Aug 27, 2017","2476,55","2447,35","2480,38","2428,2",-,1.37%
"Aug 20, 2017","39,97","39,38","40,19","38,78",450.68M,1.50%,"Aug 20, 2017","2443,05","2425,5","2454,77","2417,35",-,0.72%
"Aug 13, 2017","39,38","39,83","40,63","39,18",538.51M,0.01%,"Aug 13, 2017","2425,55","2454,96","2474,93","2420,69",-,-0.65%
"Aug 06, 2017","39,37","39,26","40,46","38,66",605.08M,0.70%,"Aug 06, 2017","2441,32","2477,14","2490,87","2437,75",-,-1.43%
"Jul 30, 2017","39,1","37,47","39,94","37,03",691.23M,4.61%,"Jul 30, 2017","2476,83","2475,94","2480,38","2466,48",-,0.19%
"Jul 23, 2017","37,38","37,65","38,5","36,83",423.27M,-0.51%,"Jul 23, 2017","2472,1","2472,04","2484,04","2459,93",-,-0.02%
"Jul 16, 2017","37,57","37,21","37,94","37,14",424.33M,0.83%,"Jul 16, 2017","2472,54","2459,5","2477,62","2450,34",-,0.54%
"Jul 09, 2017","37,26","36,03","37,33","35,84",444.35M,3.37%,"Jul 09, 2017","2459,27","2424,51","2463,54","2412,79",-,1.41%
"Jul 02, 2017","36,04","36,22","36,33","35,6",316.71M,0.11%,"Jul 02, 2017","2425,18","2431,39","2439,17","2407,7",-,0.07%
"Jun 25, 2017","36,01","36,79","37,07","35,57",508.24M,-1.54%,"Jun 25, 2017","2423,41","2443,32","2450,42","2405,7",-,-0.61%
"Jun 18, 2017","36,57","35,92","36,79","35,92",533.01M,2.82%,"Jun 18, 2017","2438,3","2442,55","2453,82","2430,74",-,0.21%
"Jun 11, 2017","35,57","36,44","36,88","35,55",882.12M,-4.50%,"Jun 11, 2017","2433,15","2425,88","2443,75","2418,53",-,0.06%
"Jun 04, 2017","37,24","38,58","38,99","36,51",636.64M,-4.16%,"Jun 04, 2017","2431,77","2437,83","2446,2","2415,7",-,-0.30%
"May 28, 2017","38,86","38,35","38,86","38,06",355.01M,1.20%,"May 28, 2017","2439,07","2411,67","2440,23","2403,59",-,0.96%
"May 21, 2017","38,4","38,5","38,72","38,17",413.07M,0.36%,"May 21, 2017","2415,82","2387,21","2418,71","2386,92",-,1.43%
"May 14, 2017","38,26",39,"39,16","37,43",629.42M,-1.95%,"May 14, 2017","2381,73","2393,98","2405,77","2352,72",-,-0.38%
"May 07, 2017","39,03","37,26","39,1","37,26",693.88M,4.79%,"May 07, 2017","2390,9","2399,94","2403,87","2381,74",-,-0.35%
"Apr 30, 2017","37,24","36,28","37,24","36,07",701.41M,3.70%,"Apr 30, 2017","2399,29","2388,5","2399,29","2379,75",-,0.63%
"Apr 23, 2017","35,91","35,88","36,22","35,79",364.62M,0.97%,"Apr 23, 2017","2384,2","2370,33","2398,16","2369,19",-,1.51%
"Apr 16, 2017","35,57","35,37","35,73","35,11",356.99M,0.86%,"Apr 16, 2017","2348,69","2332,62","2361,37","2332,51",-,0.85%
"Apr 09, 2017","35,26","35,9","35,97","35,01",349.94M,-1.60%,"Apr 09, 2017","2328,95","2357,16","2366,37","2328,95",-,-1.13%
"Apr 02, 2017","35,83","35,93","36,37","35,76",421.66M,-0.22%,"Apr 02, 2017","2355,54","2362,34","2378,36","2344,73",-,-0.30%
"Mar 26, 2017","35,92","34,85","36,13","34,65",508.04M,2.15%,"Mar 26, 2017","2362,72","2329,11","2370,42","2322,25",-,0.80%
"Mar 19, 2017","35,16","35,1","35,7","34,93",518.70M,0.46%,"Mar 19, 2017","2343,98","2378,24","2381,93","2335,74",-,-1.44%
"Mar 12, 2017",35,"34,71","35,26","34,71",486.16M,0.61%,"Mar 12, 2017","2378,25","2371,56","2390,01","2358,18",-,0.24%
"Mar 05, 2017","34,78","34,84","34,99","34,26",398.69M,-0.46%,"Mar 05, 2017","2372,6","2375,23","2378,8","2354,54",-,-0.44%
"Feb 26, 2017","34,94","34,28","35,07","34,07",511.75M,2.28%,"Feb 26, 2017","2383,12","2365,23","2400,98","2358,96",-,0.67%
"Feb 19, 2017","34,17","34,06","34,37","33,82",351.64M,0.69%,"Feb 19, 2017","2367,34","2354,91","2368,26","2352,87",-,0.69%
"Feb 12, 2017","33,93","33,27","34,07","33,19",546.67M,2.72%,"Feb 12, 2017","2351,16","2321,72","2351,31","2321,42",-,1.51%
"Feb 05, 2017","33,03","32,28","33,24","32,22",545.80M,2.36%,"Feb 05, 2017","2316,1","2294,28","2319,23","2285,38",-,0.81%
"Jan 29, 2017","32,27","30,23","32,62","30,16",999.12M,5.85%,"Jan 29, 2017","2297,42","2286,01","2298,31","2267,21",-,0.12%
"Jan 22, 2017","30,49",30,"30,61","29,88",498.99M,1.62%,"Jan 22, 2017","2294,69","2267,78","2300,99","2257,02",-,1.03%
"Jan 15, 2017",30,"29,58","30,13","29,56",465.39M,0.81%,"Jan 15, 2017","2271,31","2269,14","2276,96","2258,41",-,-0.15%
"Jan 08, 2017","29,76","29,49","29,98","29,49",555.24M,0.96%,"Jan 08, 2017","2274,64","2273,59","2279,27","2254,25",-,-0.10%
"Jan 01, 2017","29,48","28,95","29,54","28,69",415.38M,1.80%,"Jan 01, 2017","2276,98","2251,57","2282,1","2245,13",-,1.70%
"Dec 25, 2016","28,95","29,13","29,5","28,86",339.31M,-0.60%,"Dec 25, 2016","2238,83","2266,23","2273,82","2233,62",-,-1.10%
"Dec 18, 2016","29,13","28,95","29,38","28,9",453.29M,0.47%,"Dec 18, 2016","2263,79","2259,24","2272,56","2256,08",-,0.25%
"Dec 11, 2016","28,99","28,32","29,18","28,12",780.06M,1.77%,"Dec 11, 2016","2258,07","2258,83","2277,53","2248,44",-,-0.06%
